,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ELP2P,11.63418364,0.135381219,0.065820265,2.056831877,0.039702401,0.071469701
LMBR1,1163.219943,0.135343215,0.038772593,3.490692928,0.00048177,0.001482043
TSPAN31,1100.316952,0.135336113,0.044707839,3.027122673,0.002468937,0.006306794
GLB1,1612.084129,0.135257316,0.033747826,4.007882294,6.13E-05,0.000237342
TUBGCP5,378.0475733,0.135150292,0.035053072,3.855590465,0.000115451,0.000418163
GPN3,440.4639065,0.135113695,0.028027057,4.820830629,1.43E-06,8.28E-06
SMARCC1,3788.949845,0.135110529,0.037577499,3.59551681,0.000323748,0.001043569
KIF5B,5223.555567,0.135084644,0.037400052,3.61188387,0.000303981,0.000987897
TRIM34,236.9907056,0.135061509,0.04747314,2.845008937,0.004441018,0.010582695
RAB7L1,668.8023461,0.135038691,0.059079537,2.285710058,0.022271226,0.043337784
TMEM57,1253.716392,0.13496872,0.031704763,4.257048645,2.07E-05,9.04E-05
KDM5B,3852.558589,0.134952303,0.042739234,3.157574246,0.001590877,0.004280776
HNRNPAB,3801.702482,0.134901999,0.036105776,3.736299646,0.000186748,0.000642971
ZIM2,6.137526423,0.134885901,0.212214575,0.635610919,0.525030051,0.618823442
ATAD1,1068.248449,0.134852587,0.036588941,3.685610568,0.000228155,0.000767074
TTC37,1660.4973,0.13484522,0.046914286,2.874289109,0.004049381,0.009741875
CCDC53,404.6756857,0.134781903,0.032599821,4.134436834,3.56E-05,0.000146287
PARG,517.2319678,0.134721773,0.031174301,4.321565138,1.55E-05,6.97E-05
TET3,909.087641,0.134669472,0.047336412,2.844944677,0.004441914,0.010582695
C7orf28B,687.4891319,0.13462993,0.04555781,2.955144897,0.003125222,0.007759446
GCHFR,217.4518068,0.13460307,0.068878834,1.954200768,0.050677478,0.088014793
TP53TG1,408.1726865,0.134573482,0.064403886,2.089524255,0.036660557,0.06673025
MVD,500.0503663,0.134547154,0.071926634,1.87061658,0.061398245,0.10371529
FAM27A,9.873139473,0.134513415,0.106210401,1.266480624,0.205341062,0.288435495
NCKAP5,241.4352752,0.134487878,0.073930677,1.8191079,0.06889497,0.114500719
ZNF552,1402.118467,0.134474198,0.08095224,1.66115476,0.096682369,0.152868773
SLTM,2143.592355,0.13430806,0.028107218,4.77841889,1.77E-06,1.00E-05
ADAM11,14.01817195,0.134188863,0.098671418,1.359956771,0.173843604,0.250897586
FAM222A-AS1,6.475415051,0.134161631,0.11943902,1.12326467,0.261325104,0.352406149
SLN,3.740318406,0.134134984,0.123925567,1.082383465,0.279082172,0.372276363
SENP5,819.6559472,0.134084134,0.0320637,4.181804828,2.89E-05,0.000121943
MRPL21,662.5894745,0.134055795,0.055519961,2.41455134,0.015754603,0.032132893
XPO1,4239.064936,0.13405368,0.029202139,4.590543118,4.42E-06,2.28E-05
UNG,1213.520499,0.134032185,0.040667598,3.295797918,0.000981426,0.002797402
TMEM208,688.5454813,0.134030019,0.049082718,2.730696736,0.00632006,0.014467298
HSD17B8,267.4986983,0.134029,0.064162203,2.088908957,0.036715919,0.066817944
RFPL1S,21.63074293,0.13399712,0.097610589,1.372772372,0.169823122,0.246068888
FBXO38,855.9276452,0.133902211,0.035310468,3.792139196,0.000149355,0.000526608
MDM1,293.9167176,0.133864407,0.043941405,3.046429834,0.002315765,0.005958074
SEC22B,1971.147327,0.133862285,0.037427323,3.576592518,0.000348102,0.001111477
SNRNP48,376.9902684,0.133862219,0.033842429,3.955455432,7.64E-05,0.00028936
PSMD4,3745.846814,0.133854156,0.040824887,3.278739141,0.00104272,0.002944215
ZCWPW1,118.263092,0.133833679,0.054215087,2.468568911,0.013565453,0.028190376
GHITM,4165.699929,0.133771022,0.033016969,4.051583937,5.09E-05,0.000202043
UBQLN4,2238.468082,0.133719984,0.038880866,3.439223389,0.000583386,0.001759998
ZNF648,14.37842572,0.133702969,0.131729129,1.01498408,0.310113417,0.405212831
C6orf153,849.3129083,0.133621736,0.037093799,3.602266177,0.000315455,0.001019133
MAPK1,3040.077593,0.133619544,0.033867856,3.945320446,7.97E-05,0.000301141
SYMPK,2054.342316,0.133618482,0.034201519,3.906799677,9.35E-05,0.000348179
GTF3C3,692.4533287,0.133503677,0.034919875,3.823143061,0.000131761,0.000471547
TMEM19,743.700856,0.133454666,0.037780332,3.532384737,0.00041183,0.001291891
DDX21,2045.883569,0.133378389,0.054338589,2.45457955,0.014104945,0.029197315
ARPC3,4289.940751,0.133374786,0.03342682,3.990053094,6.61E-05,0.000254058
ZNF714,210.4094177,0.133370745,0.062809263,2.123424757,0.033718274,0.062042559
DNAJA3,1571.712366,0.133356812,0.032614271,4.088909797,4.33E-05,0.000175047
DLG5-AS1,21.09641133,0.133331655,0.060527152,2.202840397,0.027606,0.052173965
CDK17,858.519817,0.133328946,0.045763088,2.913460425,0.003574471,0.008730347
MUC15,159.2842138,0.133306915,0.181453988,0.734659604,0.462546828,0.559175071
SAE1,2323.072924,0.133165389,0.031616803,4.211854994,2.53E-05,0.000108021
MED30,215.1546583,0.133156527,0.053345289,2.49612533,0.012555823,0.026342443
TMEM185B,578.8503035,0.13304285,0.030238802,4.399739418,1.08E-05,5.09E-05
ZNF165,132.0520139,0.132987999,0.057226135,2.323903207,0.020130682,0.039683154
HCN1,3.226476369,0.132955534,0.150575467,0.882982707,0.377245615,0.475816573
NUTF2,1794.570712,0.132906625,0.046860401,2.836224646,0.004565032,0.01084494
CDK5RAP1,575.5024256,0.132899521,0.031891332,4.167261539,3.08E-05,0.000128934
KRT73,0.542268181,0.132878853,0.288500415,0.460584615,0.645096651,0.724788729
LYPD3,1116.234069,0.132857504,0.083657862,1.58810541,0.112262505,0.173448275
DKC1,1831.080837,0.132800333,0.041790478,3.177765368,0.001484148,0.004025032
PSMA1,2371.436487,0.13275578,0.029979965,4.428149902,9.50E-06,4.51E-05
LYG1,11.74213513,0.132647025,0.087414842,1.517442828,0.129154918,0.195217579
FAM86EP,98.65827739,0.132528791,0.044399137,2.984940735,0.002836333,0.007129741
C20orf20,462.53888,0.13252686,0.046188121,2.869284491,0.004114016,0.009882033
CYB5R1,2248.138805,0.132463217,0.049007489,2.702917874,0.006873373,0.015576686
MIR924HG,21.7708622,0.132442559,0.095706449,1.383841529,0.166406984,0.2419862
METTL14,361.301546,0.132417783,0.036149698,3.663039822,0.00024924,0.000827788
VPS29,1129.66009,0.132414995,0.027788947,4.765023807,1.89E-06,1.07E-05
IPO4,1473.334653,0.132382716,0.038226027,3.463156598,0.000533878,0.001625403
FAM198B,5126.419092,0.132336893,0.088809596,1.490119312,0.136192867,0.204311271
C1orf27,1046.032972,0.132329581,0.042735994,3.096443268,0.001958573,0.005146703
SURF1,827.3125087,0.132236568,0.042020748,3.146935103,0.001649916,0.00441918
UBXN4,3569.211212,0.13222496,0.031241878,4.232298687,2.31E-05,9.98E-05
LITAF,4650.74328,0.132141208,0.043346878,3.048459617,0.002300178,0.005927871
SULF1,6182.270085,0.132048495,0.078591892,1.680179615,0.092922374,0.147917087
F2RL1,233.0708629,0.132027491,0.070170629,1.8815207,0.059901122,0.101586666
AHSA1,2084.39843,0.132021093,0.037252788,3.543925118,0.000394217,0.001241667
THAP6,333.190229,0.131994419,0.033865902,3.897561031,9.72E-05,0.00035957
CCDC75,68.33823214,0.131964543,0.054308064,2.429925382,0.015101932,0.030951055
SLC35F5,945.3590485,0.131918834,0.041750004,3.159732265,0.001579142,0.004251659
CAMK2G,708.272402,0.131886303,0.033895211,3.891001054,9.98E-05,0.000367968
C16orf61,343.8457411,0.13180226,0.050370134,2.616674825,0.008879088,0.019474312
PELO,462.0182233,0.131784358,0.028556643,4.614840744,3.93E-06,2.05E-05
ATIC,2462.697242,0.131747146,0.032197723,4.09181565,4.28E-05,0.00017313
VAMP4,467.6516354,0.13169861,0.035590647,3.700371321,0.000215284,0.000728543
DALRD3,916.8372916,0.131683904,0.047614518,2.765625074,0.005681381,0.01315424
HEATR2,896.9988173,0.131680113,0.032923566,3.999570174,6.35E-05,0.000244814
CYP2F1,1.689794686,0.131652805,0.363239623,0.362440648,0.717022769,0.784372807
IGF2R,3311.039003,0.131630389,0.043651706,3.015469516,0.002565817,0.006531842
MRPL49,1702.350421,0.131602603,0.031734048,4.147047479,3.37E-05,0.000139447
C17orf46,2.952239636,0.131580859,0.054715662,2.4048116,0.016180805,0.032868807
RNF20,1461.495152,0.131494581,0.029056233,4.525520518,6.02E-06,3.02E-05
RTKN2,203.4900825,0.131488945,0.067038797,1.961385801,0.049834035,0.086841864
FAM103A1,427.7286517,0.131446342,0.034448798,3.815701845,0.000135796,0.000483476
USP14,2157.954838,0.131429139,0.048157545,2.729149514,0.006349791,0.014526415
PGAM4,56.44573751,0.131402741,0.041852375,3.13967224,0.00169137,0.00451957
LOC90246,48.46593484,0.131400375,0.119324461,1.101202332,0.270808607,0.363036564
ZFAND1,656.4195209,0.131358382,0.044296457,2.965437639,0.003022526,0.007537673
SECISBP2,1128.481402,0.131334736,0.034098228,3.851658654,0.00011732,0.000424192
HOXB3,535.286088,0.131243673,0.104195686,1.259588362,0.207817896,0.291295881
RNF160,875.8570183,0.131232493,0.045824511,2.86380566,0.004185847,0.010036428
ACVR1B,1275.092878,0.131160072,0.039703311,3.303504646,0.000954844,0.002729656
WFDC3,12.74439833,0.131133814,0.099174461,1.322253862,0.186083631,0.26561546
TBCCD1,309.5376444,0.13112059,0.028932438,4.531957793,5.84E-06,2.93E-05
AKTIP,596.4588722,0.131108752,0.034944447,3.751919478,0.000175486,0.000608135
PRIM2,232.3845537,0.131099112,0.045252227,2.897075396,0.003766592,0.009143154
SLC3A2,3925.333551,0.131028647,0.042902796,3.054081752,0.002257506,0.005834007
RRBP1,6451.313795,0.131017372,0.048750732,2.687495497,0.007199007,0.016204083
ZNF732,11.35496986,0.130988601,0.087694545,1.49369155,0.135256258,0.20313559
ZNF670,112.5541742,0.130981341,0.047710233,2.745351111,0.006044619,0.013898364
ZFP64,486.2512634,0.130977264,0.030857508,4.244583282,2.19E-05,9.49E-05
LRRC23,224.2773735,0.130959808,0.053903921,2.429504293,0.015119486,0.030980205
F11R,6321.608142,0.130921641,0.039735256,3.294848316,0.000984748,0.002805657
RUSC1,1457.17025,0.130910171,0.042770704,3.060743905,0.002207879,0.005722454
PA2G4,3549.081918,0.13090671,0.032648058,4.009632345,6.08E-05,0.000235934
TIGD5,240.70503,0.130831099,0.060648603,2.157198902,0.03099017,0.057684765
SOX4,4408.446927,0.1307999,0.050925901,2.568435673,0.010215867,0.022019343
PLA2G4E,0.999030455,0.130735713,0.409635132,0.319151612,0.749611548,0.810865719
EPRS,5263.904603,0.130715221,0.042036988,3.109528729,0.001873861,0.004951262
NDUFB10,1697.962489,0.130653637,0.047859555,2.72993839,0.006334616,0.014495267
DNAJC5,2384.212014,0.130564031,0.037653918,3.467475302,0.000525372,0.001601868
SNRPF,940.9803724,0.130544228,0.048552875,2.688702321,0.007173035,0.016157355
ZNF518B,484.5430037,0.130491118,0.06698553,1.948049343,0.051409059,0.089077426
CCNYL1,425.5416309,0.130430618,0.043733052,2.98242658,0.002859732,0.007180797
ZNF641,161.5881575,0.130422589,0.051756762,2.519914001,0.011738351,0.024800817
NF1P2,0.094425674,0.130296666,1.211556285,0.107544872,0.914356729,0.93925333
NAT8,4.718667124,0.130253371,0.119094499,1.093697626,0.274087616,0.36682742
SASS6,205.2764348,0.130170412,0.043373858,3.001125947,0.002689833,0.00679731
ZNRF3,403.4102795,0.130155082,0.056939274,2.285857781,0.02226258,0.043330026
ATP6V0B,3051.084634,0.130132707,0.043729492,2.975856819,0.002921712,0.007314624
DRG1,1246.679991,0.130082548,0.034488228,3.771795616,0.000162077,0.000567163
AP3B2,95.75554567,0.130067645,0.133226331,0.97629083,0.328920363,0.425098313
SRFBP1,262.3468556,0.130039394,0.036919448,3.522246437,0.000427906,0.001335564
MYEOV,87.48810216,0.130022607,0.149458035,0.869960632,0.384321919,0.483299754
CLDN3,1745.621592,0.129979955,0.090267408,1.439943362,0.149883424,0.221468022
LOC653786,5.558633579,0.129916001,0.096696973,1.34353741,0.179098021,0.257279196
GRIN3A,23.19342801,0.129801705,0.060282757,2.153214487,0.031301826,0.058183356
SCARNA7,1.690106903,0.129795784,0.114286593,1.135704376,0.256080309,0.346593392
KIAA1430,1167.801075,0.129781237,0.041151211,3.153764685,0.00161179,0.004330783
USP10,1639.614713,0.129720312,0.032502446,3.991093784,6.58E-05,0.000253154
MLL2,2303.065678,0.129690722,0.04086792,3.173411381,0.001506589,0.004078755
PRPF40A,2579.56173,0.129567604,0.02959561,4.377933242,1.20E-05,5.55E-05
NARS,3626.489144,0.129500765,0.033413308,3.875724217,0.000106308,0.000388911
BOLA3,287.475447,0.129457232,0.045443756,2.848735306,0.004389338,0.010475722
PSMB7,2239.818325,0.129451393,0.037561559,3.446379623,0.000568152,0.001720738
LIG1,886.0069597,0.129402359,0.041359664,3.128709153,0.00175576,0.004668389
CYP8B1,4.804705709,0.129397584,0.152517743,0.848410036,0.396209655,0.495179709
CNGB1,2.695194862,0.129340505,0.234620518,0.551275335,0.581444944,0.669118581
PCDHA13,24.61826379,0.129279133,0.166296673,0.777400595,0.436922462,0.534626373
LRRC37A6P,72.98783812,0.129232567,0.097072309,1.331302084,0.183089633,0.262126401
FAM64A,147.8582605,0.129217367,0.085675417,1.508219888,0.131498259,0.198179736
UCKL1,632.0113479,0.129056941,0.047098194,2.740167487,0.006140788,0.014100311
RAB7A,6047.780589,0.129006238,0.024411974,5.284547483,1.26E-07,9.35E-07
TMCC3,269.3323592,0.128943697,0.068623349,1.879006193,0.060243648,0.102093084
NAPG,724.0786834,0.128920547,0.032703095,3.9421513,8.08E-05,0.000304385
ST13,4904.29065,0.128864327,0.031346862,4.110916388,3.94E-05,0.000160775
ZBTB9,416.3420865,0.128853071,0.030963675,4.161426917,3.16E-05,0.000131829
WRB,640.0402301,0.128734591,0.039091789,3.293136364,0.000990764,0.002818787
ACTR10,1058.045973,0.128734465,0.025981208,4.954906901,7.24E-07,4.50E-06
TRIM25,1255.776986,0.128716067,0.04454919,2.889302093,0.00386098,0.009344224
KDELR2,6912.432386,0.128710958,0.037120228,3.467407541,0.000525504,0.001602009
NKIRAS1,218.294464,0.128681781,0.038670781,3.327622974,0.000875903,0.002533581
C8orf44,42.59904635,0.128674456,0.046639786,2.758898957,0.005799646,0.013399705
RNF144B,1252.171993,0.128601071,0.060971548,2.109198071,0.034927488,0.063995306
TOP1P1,100.9545645,0.128568169,0.025991488,4.946549009,7.55E-07,4.68E-06
PLBD2,785.7563192,0.128553483,0.036299964,3.541421814,0.000397977,0.001252237
TMED7,2575.219939,0.128545894,0.041744296,3.079364258,0.002074429,0.005406713
SNX6,1389.13457,0.128501924,0.031522099,4.076566255,4.57E-05,0.000183682
LAMP2,5666.635691,0.128377692,0.03627452,3.539059695,0.000401555,0.001261788
SPNS1,1027.608349,0.128340882,0.040748262,3.14960386,0.00163492,0.004384571
COPA,9563.687339,0.12829109,0.036842783,3.482122668,0.000497456,0.001525504
NUDT9,712.5531603,0.128256569,0.037389115,3.43031842,0.000602873,0.00181203
HARS2,879.6654382,0.12815478,0.026660772,4.806866743,1.53E-06,8.82E-06
WDR5B,343.4619362,0.128120176,0.034034963,3.764369443,0.00016697,0.000582094
GRPEL2,496.2104003,0.128113939,0.030394213,4.215076733,2.50E-05,0.000106711
C14orf167,868.2722681,0.12809624,0.050982623,2.512547057,0.011986312,0.025255853
ACTR6,643.6412446,0.128038414,0.032775033,3.906583883,9.36E-05,0.00034835
CFL1,18294.99572,0.1280088,0.035832966,3.572375172,0.000353758,0.001127793
PRDM6,40.87324493,0.127975455,0.083854457,1.526161645,0.126969613,0.19243056
FUK,403.8568083,0.1279374,0.045725965,2.797915801,0.005143352,0.012046493
FGD6,812.7469035,0.127929147,0.065039,1.966960544,0.04918776,0.085860454
BCAP31,6104.774555,0.127905368,0.0409907,3.120350909,0.001806357,0.004791277
C15orf50,1.926115931,0.127886229,0.174699419,0.732035798,0.464146718,0.560781136
TMEM55B,580.0798401,0.127761541,0.028282304,4.517366813,6.26E-06,3.12E-05
FOXD4,16.63675903,0.127665824,0.081223912,1.571776354,0.116002427,0.178337671
GAS8,523.6940002,0.127629219,0.04488392,2.843539945,0.004461542,0.010626228
MRPS35,1653.91798,0.127571388,0.036448926,3.500003992,0.000465251,0.001436694
NDUFS1,1411.753882,0.127541289,0.035755489,3.567040832,0.000361035,0.001147649
DHRSX,466.0516461,0.127482759,0.03989274,3.195638099,0.00139522,0.003801596
NEDD4,485.3057534,0.127445605,0.052143244,2.444144138,0.014519624,0.029952362
ENTPD7,546.1346806,0.127378664,0.047837747,2.662722909,0.007751121,0.017291964
RPL27,8743.744991,0.127309997,0.050819237,2.505153655,0.012239821,0.025734617
IFIH1,1108.926298,0.127226959,0.072798108,1.747668485,0.080521449,0.13089926
CATSPER2P1,25.52422748,0.127226828,0.045705901,2.78359745,0.005375971,0.012532063
ZNF341,186.7237751,0.127201917,0.032813908,3.876463476,0.000105986,0.000387961
IFIT5,670.820159,0.127197281,0.0522013,2.436668845,0.014823247,0.03045709
SPTY2D1,1181.500434,0.127185009,0.037797153,3.364936225,0.000765614,0.002245647
CKAP4,3279.463071,0.127115454,0.043016857,2.955014896,0.00312654,0.00776168
IBTK,1575.480063,0.127114562,0.038049364,3.340780172,0.000835433,0.002423682
CAPS,1065.923297,0.127083515,0.107109839,1.186478448,0.235433408,0.323662204
ATG12,572.0935755,0.127073441,0.027900897,4.554457186,5.25E-06,2.66E-05
COLEC12,750.9384817,0.127069908,0.087160398,1.457885813,0.14487202,0.215299616
FAM173B,300.3613457,0.127066449,0.039732517,3.198046812,0.001383618,0.003773118
SYNJ2BP,1151.550157,0.127018035,0.042077925,3.018638276,0.002539135,0.006470115
TIMM8A,141.8585446,0.126971903,0.043280553,2.933694105,0.003349541,0.008259064
FECH,733.0908558,0.126882964,0.037415217,3.391212806,0.00069584,0.00206049
GPR89A,1160.577435,0.126863732,0.036853817,3.442349896,0.000576684,0.001742442
HSD17B2,70.31023097,0.126752795,0.181814587,0.697154156,0.485706325,0.581203882
CCDC110,59.08624214,0.126726343,0.06677672,1.897762324,0.057727398,0.098456844
EBP,889.0400194,0.126589092,0.054010966,2.343766479,0.01909012,0.037836438
TWF1,2378.550053,0.126578699,0.038034367,3.328008534,0.000874692,0.00253047
CYB5B,1291.086286,0.126551767,0.029124729,4.34516544,1.39E-05,6.33E-05
TIMM50,886.3537463,0.126546821,0.045528888,2.779484126,0.005444531,0.012667356
ZHX1,1108.03221,0.12642051,0.046172459,2.738006869,0.006181278,0.014188029
MEX3A,1085.713676,0.126419428,0.09366368,1.349716644,0.177106891,0.25487939
EXD2,852.0211954,0.126334509,0.036179351,3.491895347,0.000479606,0.001475632
PANX2,120.1810288,0.126163053,0.102689839,1.228583611,0.219227963,0.30458063
FAM195B,1586.017014,0.126158045,0.058206953,2.167405075,0.030203981,0.056401992
C10orf47,230.9257059,0.126125936,0.061975966,2.035078188,0.041843006,0.074801814
SAP30L,1020.905508,0.126090369,0.033437489,3.770928188,0.000162641,0.000568496
IFT122,1179.489962,0.126073151,0.046396082,2.717323214,0.00658123,0.015006044
RPP25,339.9575743,0.126062486,0.075302438,1.674082409,0.094114404,0.149596941
HMGN5,177.2469939,0.125999286,0.067019955,1.880026434,0.060104475,0.10189437
IPP,272.6006345,0.125983329,0.046054532,2.735525092,0.006228084,0.014277842
LINC01341,20.63235393,0.125983089,0.097391231,1.293577337,0.195811455,0.27737222
ZNF609,1590.149859,0.125970725,0.04126988,3.052364675,0.002270461,0.005862599
TMEM154,160.8625953,0.125969504,0.066254014,1.90131129,0.057261251,0.097751912
CAMK2N2,42.23725607,0.125934287,0.106323506,1.184444457,0.236237171,0.324594452
SLC7A5,2701.425496,0.125908794,0.101516316,1.240281353,0.214871347,0.299534716
RAB6D,54.0288186,0.125905319,0.05303465,2.374019985,0.017595598,0.035306994
ASB8,762.1912568,0.125904298,0.029069008,4.331221035,1.48E-05,6.71E-05
TNPO1,2698.18824,0.125719504,0.034038759,3.693422109,0.000221256,0.000746444
CAB39L,718.5034643,0.125698064,0.061729274,2.036279633,0.041722284,0.074636218
DHX35,295.9778486,0.125690122,0.030489448,4.122413881,3.75E-05,0.000153459
RBM41,165.2306803,0.125673586,0.039420018,3.188065116,0.001432283,0.003894595
TNRC6C,808.173233,0.125626308,0.049058805,2.560729083,0.010445277,0.022450407
NBPF9,310.8375488,0.125581883,0.065184625,1.926556812,0.054034885,0.093046462
EPB41L5,651.0533905,0.12554667,0.051964582,2.416004618,0.015691862,0.032029516
ABCA17P,16.50808608,0.12553462,0.095247866,1.317978296,0.187510914,0.267365492
NDUFS8,1449.194061,0.12553168,0.059188962,2.120863014,0.033933332,0.062388893
